S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
619,11/10/2020,Andaman and Nicobar Islands,3992,193,3744,55
620,12/10/2020,Andaman and Nicobar Islands,4005,186,3764,55
621,13/10/2020,Andaman and Nicobar Islands,4023,198,3770,55
622,14/10/2020,Andaman and Nicobar Islands,4036,199,3782,55
623,15/10/2020,Andaman and Nicobar Islands,4046,195,3796,55
624,16/10/2020,Andaman and Nicobar Islands,4062,190,3817,55
625,17/10/2020,Andaman and Nicobar Islands,4072,185,3831,56
626,18/10/2020,Andaman and Nicobar Islands,4083,179,3848,56
627,19/10/2020,Andaman and Nicobar Islands,4108,184,3868,56
628,20/10/2020,Andaman and Nicobar Islands,4126,178,3892,56
629,21/10/2020,Andaman and Nicobar Islands,4141,183,3902,56
630,22/10/2020,Andaman and Nicobar Islands,4168,199,3913,56
631,23/10/2020,Andaman and Nicobar Islands,4184,190,3937,57
632,24/10/2020,Andaman and Nicobar Islands,4207,204,3945,58
633,25/10/2020,Andaman and Nicobar Islands,4225,199,3968,58
634,26/10/2020,Andaman and Nicobar Islands,4245,204,3983,58
635,27/10/2020,Andaman and Nicobar Islands,4253,198,3997,58
636,28/10/2020,Andaman and Nicobar Islands,4274,197,4019,58
637,29/10/2020,Andaman and Nicobar Islands,4289,192,4039,58
638,30/10/2020,Andaman and Nicobar Islands,4305,192,4054,59
639,31/10/2020,Andaman and Nicobar Islands,4317,182,4076,59
640,01/11/2020,Andaman and Nicobar Islands,4332,173,4100,59
641,02/11/2020,Andaman and Nicobar Islands,4340,168,4112,60
642,03/11/2020,Andaman and Nicobar Islands,4352,160,4132,60
643,04/11/2020,Andaman and Nicobar Islands,4372,159,4153,60
644,05/11/2020,Andaman and Nicobar Islands,4389,166,4163,60
645,06/11/2020,Andaman and Nicobar Islands,4403,168,4175,60
646,07/11/2020,Andaman and Nicobar Islands,4420,166,4194,60
647,08/11/2020,Andaman and Nicobar Islands,4441,175,4206,60
648,09/11/2020,Andaman and Nicobar Islands,4450,169,4221,60
649,10/11/2020,Andaman and Nicobar Islands,4463,164,4239,60
650,11/11/2020,Andaman and Nicobar Islands,4477,162,4255,60
651,12/11/2020,Andaman and Nicobar Islands,4494,167,4267,60
652,13/11/2020,Andaman and Nicobar Islands,4507,164,4282,61
653,14/11/2020,Andaman and Nicobar Islands,4518,153,4304,61
654,15/11/2020,Andaman and Nicobar Islands,4527,151,4315,61
655,16/11/2020,Andaman and Nicobar Islands,4536,145,4330,61
656,17/11/2020,Andaman and Nicobar Islands,4557,150,4346,61
657,18/11/2020,Andaman and Nicobar Islands,4574,150,4363,61
658,19/11/2020,Andaman and Nicobar Islands,4593,154,4378,61
659,20/11/2020,Andaman and Nicobar Islands,4604,145,4398,61
660,21/11/2020,Andaman and Nicobar Islands,4617,148,4408,61
661,22/11/2020,Andaman and Nicobar Islands,4631,142,4428,61
662,23/11/2020,Andaman and Nicobar Islands,4641,140,4440,61
663,24/11/2020,Andaman and Nicobar Islands,4656,142,4453,61
664,25/11/2020,Andaman and Nicobar Islands,4667,142,4464,61
665,26/11/2020,Andaman and Nicobar Islands,4677,137,4479,61
666,27/11/2020,Andaman and Nicobar Islands,4682,130,4491,61
667,28/11/2020,Andaman and Nicobar Islands,4689,120,4508,61
668,29/11/2020,Andaman and Nicobar Islands,4698,119,4518,61
669,30/11/2020,Andaman and Nicobar Islands,4704,106,4537,61
670,01/12/2020,Andaman and Nicobar Islands,4710,99,4550,61
671,02/12/2020,Andaman and Nicobar Islands,4718,91,4566,61
672,03/12/2020,Andaman and Nicobar Islands,4723,79,4583,61
673,04/12/2020,Andaman and Nicobar Islands,4729,71,4597,61
674,05/12/2020,Andaman and Nicobar Islands,4742,70,4611,61
675,06/12/2020,Andaman and Nicobar Islands,4747,70,4616,61
676,07/12/2020,Andaman and Nicobar Islands,4758,73,4624,61
677,08/12/2020,Andaman and Nicobar Islands,4773,81,4631,61
678,09/12/2020,Andaman and Nicobar Islands,4778,70,4647,61
679,10/12/2020,Andaman and Nicobar Islands,4783,75,4647,61
680,11/12/2020,Andaman and Nicobar Islands,4791,78,4652,61
681,12/12/2020,Andaman and Nicobar Islands,4798,78,4659,61
682,13/12/2020,Andaman and Nicobar Islands,4805,79,4665,61
683,14/12/2020,Andaman and Nicobar Islands,4818,84,4673,61
684,15/12/2020,Andaman and Nicobar Islands,4834,92,4681,61
685,17/12/2020,Andaman and Nicobar Islands,4850,91,4698,61
686,18/12/2020,Andaman and Nicobar Islands,4860,92,4707,61
687,19/12/2020,Andaman and Nicobar Islands,4869,96,4712,61
688,20/12/2020,Andaman and Nicobar Islands,4875,95,4719,61
689,21/12/2020,Andaman and Nicobar Islands,4881,88,4732,61
690,22/12/2020,Andaman and Nicobar Islands,4888,86,4740,62
691,23/12/2020,Andaman and Nicobar Islands,4893,82,4749,62
692,24/12/2020,Andaman and Nicobar Islands,4896,73,4761,62
693,25/12/2020,Andaman and Nicobar Islands,4901,64,4775,62
694,26/12/2020,Andaman and Nicobar Islands,4912,69,4781,62
695,27/12/2020,Andaman and Nicobar Islands,4912,61,4789,62
696,28/12/2020,Andaman and Nicobar Islands,4924,64,4798,62
697,29/12/2020,Andaman and Nicobar Islands,4929,64,4803,62
698,30/12/2020,Andaman and Nicobar Islands,4936,63,4811,62
699,31/12/2020,Andaman and Nicobar Islands,4941,59,4820,62
700,03/01/2021,Andaman and Nicobar Islands,4947,48,4837,62
701,04/01/2021,Andaman and Nicobar Islands,4948,40,4846,62
702,05/01/2021,Andaman and Nicobar Islands,4948,38,4848,62
703,06/01/2021,Andaman and Nicobar Islands,4949,31,4856,62
704,07/01/2021,Andaman and Nicobar Islands,4949,28,4859,62
705,08/01/2021,Andaman and Nicobar Islands,4958,32,4864,62
706,09/01/2021,Andaman and Nicobar Islands,4959,31,4866,62
707,10/01/2021,Andaman and Nicobar Islands,4959,24,4873,62
708,11/01/2021,Andaman and Nicobar Islands,4960,23,4875,62
709,12/01/2021,Andaman and Nicobar Islands,4963,17,4884,62
710,13/01/2021,Andaman and Nicobar Islands,4966,18,4886,62
711,14/01/2021,Andaman and Nicobar Islands,4969,16,4891,62
712,15/01/2021,Andaman and Nicobar Islands,4976,23,4891,62
713,16/01/2021,Andaman and Nicobar Islands,4979,22,4895,62
714,17/01/2021,Andaman and Nicobar Islands,4982,25,4895,62
715,18/01/2021,Andaman and Nicobar Islands,4983,25,4896,62
716,19/01/2021,Andaman and Nicobar Islands,4988,29,4897,62
717,20/01/2021,Andaman and Nicobar Islands,4989,30,4897,62
718,21/01/2021,Andaman and Nicobar Islands,4991,29,4900,62
719,22/01/2021,Andaman and Nicobar Islands,4991,25,4904,62
720,23/01/2021,Andaman and Nicobar Islands,4992,23,4907,62
721,24/01/2021,Andaman and Nicobar Islands,4993,24,4907,62
722,25/01/2021,Andaman and Nicobar Islands,4993,23,4908,62
723,27/01/2021,Andaman and Nicobar Islands,4994,15,4917,62
724,28/01/2021,Andaman and Nicobar Islands,4994,10,4922,62
725,29/01/2021,Andaman and Nicobar Islands,4994,8,4924,62
726,30/01/2021,Andaman and Nicobar Islands,4994,5,4927,62
727,31/01/2021,Andaman and Nicobar Islands,4994,4,4928,62
728,01/02/2021,Andaman and Nicobar Islands,4994,4,4928,62
729,02/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
730,03/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
731,04/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
732,05/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
733,06/02/2021,Andaman and Nicobar Islands,4997,3,4932,62
734,07/02/2021,Andaman and Nicobar Islands,5000,6,4932,62
735,08/02/2021,Andaman and Nicobar Islands,5001,7,4932,62
736,09/02/2021,Andaman and Nicobar Islands,5005,11,4932,62
737,10/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
738,11/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
739,12/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
740,13/02/2021,Andaman and Nicobar Islands,5007,11,4934,62
741,14/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
742,15/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
743,16/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
744,17/02/2021,Andaman and Nicobar Islands,5013,8,4943,62
745,18/02/2021,Andaman and Nicobar Islands,5014,8,4944,62
746,19/02/2021,Andaman and Nicobar Islands,5014,8,4944,62
747,20/02/2021,Andaman and Nicobar Islands,5014,4,4948,62
748,21/02/2021,Andaman and Nicobar Islands,5014,3,4949,62
749,22/02/2021,Andaman and Nicobar Islands,5014,3,4949,62
750,23/02/2021,Andaman and Nicobar Islands,5015,4,4949,62
751,24/02/2021,Andaman and Nicobar Islands,5016,5,4949,62
752,25/02/2021,Andaman and Nicobar Islands,5016,4,4950,62
753,26/02/2021,Andaman and Nicobar Islands,5016,2,4952,62
754,27/02/2021,Andaman and Nicobar Islands,5017,3,4952,62
755,01/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
756,02/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
757,03/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
758,04/03/2021,Andaman and Nicobar Islands,5022,8,4952,62
759,06/03/2021,Andaman and Nicobar Islands,5024,8,4954,62
760,07/03/2021,Andaman and Nicobar Islands,5024,7,4955,62
761,08/03/2021,Andaman and Nicobar Islands,5024,7,4955,62
762,09/03/2021,Andaman and Nicobar Islands,5026,7,4957,62
763,10/03/2021,Andaman and Nicobar Islands,5028,8,4958,62
764,11/03/2021,Andaman and Nicobar Islands,5028,6,4960,62
765,13/03/2021,Andaman and Nicobar Islands,5029,6,4961,62
766,14/03/2021,Andaman and Nicobar Islands,5030,4,4964,62
767,15/03/2021,Andaman and Nicobar Islands,5031,5,4964,62
768,16/03/2021,Andaman and Nicobar Islands,5031,3,4966,62
769,17/03/2021,Andaman and Nicobar Islands,5032,3,4967,62
770,18/03/2021,Andaman and Nicobar Islands,5035,6,4967,62
771,19/03/2021,Andaman and Nicobar Islands,5036,5,4969,62
772,20/03/2021,Andaman and Nicobar Islands,5038,7,4969,62
773,21/03/2021,Andaman and Nicobar Islands,5038,7,4969,62
774,22/03/2021,Andaman and Nicobar Islands,5039,8,4969,62
775,23/03/2021,Andaman and Nicobar Islands,5039,8,4969,62
776,24/03/2021,Andaman and Nicobar Islands,5039,5,4972,62
777,25/03/2021,Andaman and Nicobar Islands,5041,6,4973,62
778,27/03/2021,Andaman and Nicobar Islands,5043,7,4974,62
779,28/03/2021,Andaman and Nicobar Islands,5044,7,4975,62
780,29/03/2021,Andaman and Nicobar Islands,5046,8,4976,62
781,30/03/2021,Andaman and Nicobar Islands,5052,14,4976,62
782,31/03/2021,Andaman and Nicobar Islands,5081,43,4976,62
783,01/04/2021,Andaman and Nicobar Islands,5083,45,4976,62
784,02/04/2021,Andaman and Nicobar Islands,5084,42,4980,62
785,03/04/2021,Andaman and Nicobar Islands,5084,41,4981,62
786,04/04/2021,Andaman and Nicobar Islands,5098,49,4987,62
787,05/04/2021,Andaman and Nicobar Islands,5109,57,4990,62
788,06/04/2021,Andaman and Nicobar Islands,5116,53,5001,62
789,07/04/2021,Andaman and Nicobar Islands,5123,51,5010,62
790,08/04/2021,Andaman and Nicobar Islands,5131,49,5020,62
791,09/04/2021,Andaman and Nicobar Islands,5149,60,5027,62
792,10/04/2021,Andaman and Nicobar Islands,5161,71,5028,62
793,11/04/2021,Andaman and Nicobar Islands,5175,75,5038,62
794,12/04/2021,Andaman and Nicobar Islands,5190,88,5040,62
795,13/04/2021,Andaman and Nicobar Islands,5201,89,5050,62
796,14/04/2021,Andaman and Nicobar Islands,5209,93,5054,62
797,15/04/2021,Andaman and Nicobar Islands,5247,106,5078,63
798,16/04/2021,Andaman and Nicobar Islands,5262,117,5082,63
799,17/04/2021,Andaman and Nicobar Islands,5289,116,5110,63
800,18/04/2021,Andaman and Nicobar Islands,5331,121,5146,64
801,19/04/2021,Andaman and Nicobar Islands,5390,126,5200,64
802,20/04/2021,Andaman and Nicobar Islands,5421,145,5212,64
803,21/04/2021,Andaman and Nicobar Islands,5466,159,5243,64
804,22/04/2021,Andaman and Nicobar Islands,5490,150,5276,64
805,23/04/2021,Andaman and Nicobar Islands,5527,153,5309,65
806,24/04/2021,Andaman and Nicobar Islands,5569,146,5358,65
807,25/04/2021,Andaman and Nicobar Islands,5614,138,5410,66
808,26/04/2021,Andaman and Nicobar Islands,5665,132,5467,66
809,27/04/2021,Andaman and Nicobar Islands,5716,130,5520,66
810,28/04/2021,Andaman and Nicobar Islands,5764,136,5562,66
811,29/04/2021,Andaman and Nicobar Islands,5816,143,5606,67
812,30/04/2021,Andaman and Nicobar Islands,5875,165,5643,67
813,01/05/2021,Andaman and Nicobar Islands,5949,181,5701,67
814,02/05/2021,Andaman and Nicobar Islands,6046,205,5773,68
815,03/05/2021,Andaman and Nicobar Islands,6084,217,5798,69
816,04/05/2021,Andaman and Nicobar Islands,6150,230,5850,70
817,05/05/2021,Andaman and Nicobar Islands,6181,232,5879,70
818,06/05/2021,Andaman and Nicobar Islands,6223,224,5928,71
819,07/05/2021,Andaman and Nicobar Islands,6255,225,5958,72
820,08/05/2021,Andaman and Nicobar Islands,6311,209,6030,72
821,09/05/2021,Andaman and Nicobar Islands,6341,211,6056,74
822,10/05/2021,Andaman and Nicobar Islands,6367,203,6088,76
823,11/05/2021,Andaman and Nicobar Islands,6398,195,6125,78
824,12/05/2021,Andaman and Nicobar Islands,6426,199,6149,78
825,13/05/2021,Andaman and Nicobar Islands,6470,214,6175,81
826,12/03/2020,Andhra Pradesh,1,1,0,0
827,13/03/2020,Andhra Pradesh,1,1,0,0
828,14/03/2020,Andhra Pradesh,1,1,0,0
829,15/03/2020,Andhra Pradesh,1,1,0,0
830,16/03/2020,Andhra Pradesh,1,1,0,0
831,17/03/2020,Andhra Pradesh,1,1,0,0
832,18/03/2020,Andhra Pradesh,1,1,0,0
833,19/03/2020,Andhra Pradesh,1,1,0,0
